source_id,ocel timestamp,ocel activity,weight_y,price_y,numbers,orders,customers,number
6745.0,2019-09-06 12:37:02,pick item,1.37,2500.0,,['990300'],,['Marco Pegoraro']
6746.0,2019-09-06 12:42:43,pick item,0.28,89.99,,['990596'],,['Anahita Farhang Ghahfarokhi']
6747.0,2019-09-06 13:13:41,confirm order,3.845,4282.97,,['990640'],,['Seran Uysal']
6748.0,2019-09-06 13:13:42,pick item,0.483,79.99,,['990510'],,['Christina Rensinghof']
6749.0,2019-09-06 13:13:42,create package,4.243,975.95,['660391'],"['990392', '990556', '990623', '990474']",,['Seran Uysal']
6750.0,2019-09-06 13:14:59,place order,2.013,3753.0,,['990641'],,['Gyunam Park']
6751.0,2019-09-06 13:22:09,pay order,4.052,5523.98,,['990628'],,['Mahsa Bafrani']
6752.0,2019-09-06 13:26:40,item out of stock,0.88,89.99,,['990627'],,['Anahita Farhang Ghahfarokhi']
6753.0,2019-09-06 13:28:25,package delivered,4.886,8312.98,['660384'],"['990612', '990506', '990592', '990602', '990585', '990611']",,['Gyunam Park']
6754.0,2019-09-06 13:58:36,item out of stock,1.25,2200.0,,['990640'],,['Seran Uysal']
6755.0,2019-09-06 14:22:43,pick item,1.25,2200.0,,['990635'],,['Mahsa Bafrani']
6756.0,2019-09-06 14:25:58,pay order,3.737,7181.99,,['990595'],,['Claudia Graf']
6757.0,2019-09-06 14:38:50,pick item,0.166,799.0,,['990590'],,['Majid Rafiei']
6758.0,2019-09-06 14:38:59,pick item,0.188,1149.0,,['990575'],,['Anahita Farhang Ghahfarokhi']
6759.0,2019-09-06 14:49:45,place order,0.44,481.0,,['990642'],,['Gyunam Park']
6760.0,2019-09-06 14:50:29,send package,4.243,975.95,['660391'],"['990392', '990556', '990623', '990474']",,['Seran Uysal']
6761.0,2019-09-06 14:51:10,pick item,1.25,2200.0,,['990635'],,['Mahsa Bafrani']
6762.0,2019-09-06 14:51:21,pick item,0.44,476.0,,['990634'],,['Wil van der Aalst']
6763.0,2019-09-06 14:51:39,pay order,1.65,2954.0,,['990625'],,['Mohammadreza Fani Sani']
6764.0,2019-09-06 14:52:23,pick item,0.21,529.0,,['990600'],,['Marco Pegoraro']
6765.0,2019-09-06 14:52:23,create package,4.382,5435.98,['660392'],"['990300', '990600', '990629', '990631', '990445']",,['Marco Pegoraro']
6766.0,2019-09-06 14:57:05,pick item,1.48,199.99,,['990510'],,['Christina Rensinghof']
6767.0,2019-09-06 14:57:17,confirm order,2.6180000000000003,2487.98,,['990638'],,['Anahita Farhang Ghahfarokhi']
6768.0,2019-09-06 15:16:38,send package,1.589,1447.97,['660390'],"['990624', '990591', '990580', '990387']",,['Mahnaz Qafari']
6769.0,2019-09-06 15:21:29,pick item,1.28,149.99,,['990638'],,['Anahita Farhang Ghahfarokhi']
6770.0,2019-09-06 15:25:41,item out of stock,0.2,39.99,,['990634'],,['Wil van der Aalst']
6771.0,2019-09-06 15:29:54,package delivered,1.589,1447.97,['660390'],"['990624', '990591', '990580', '990387']",,['Mahnaz Qafari']
6772.0,2019-09-06 15:29:56,failed delivery,4.163,965.96,['660373'],"['990405', '990369', '990594', '990599']",,['Mohammadreza Fani Sani']
6773.0,2019-09-06 15:31:57,pick item,1.37,2500.0,,['990595'],,['Claudia Graf']
6774.0,2019-09-06 15:46:48,pay order,4.993,3641.96,,['990509'],,['Majid Rafiei']
6775.0,2019-09-06 16:05:28,pick item,0.483,1099.0,,['990639'],,['Mahsa Bafrani']
6776.0,2019-09-06 16:11:41,pick item,0.483,1099.0,,['990641'],,['Gyunam Park']
6777.0,2019-09-06 16:11:44,pick item,0.483,79.99,,['990626'],,['Lisa Mannel']
6778.0,2019-09-06 16:13:24,pick item,1.28,149.99,,['990626'],,['Lisa Mannel']
6779.0,2019-09-06 16:13:24,create package,12.076,14263.94,['660393'],"['990444', '990628', '990630', '990639', '990635', '990605']",,['Mahsa Bafrani']
6780.0,2019-09-06 16:14:12,pay order,0.64,520.99,,['990606'],,['Wil van der Aalst']
6781.0,2019-09-06 16:18:11,confirm order,0.44,481.0,,['990642'],,['Gyunam Park']
6782.0,2019-09-06 16:21:05,pay order,3.758,1972.96,,['990630'],,['Mahsa Bafrani']
6783.0,2019-09-06 16:36:18,failed delivery,2.2430000000000003,1747.99,['660387'],"['990619', '990578']",,['Junxiong Gao']
6784.0,2019-09-06 16:40:33,pay order,4.4030000000000005,614.95,,['990588'],,['Wil van der Aalst']
6785.0,2019-09-06 16:45:05,reorder item,0.2,39.99,,['990634'],,['Wil van der Aalst']
6786.0,2019-09-06 16:46:50,pay order,1.046,1756.0,,['990585'],,['Gyunam Park']
6787.0,2019-09-06 16:49:34,pick item,0.483,1099.0,,['990640'],,['Seran Uysal']
6788.0,2019-09-06 16:51:40,pick item,1.48,199.99,,['990609'],,['Mahnaz Qafari']
6789.0,2019-09-06 16:54:51,pick item,0.483,79.99,,['990626'],,['Lisa Mannel']
6790.0,2019-09-06 16:55:59,pay order,3.845,4282.97,,['990640'],,['Seran Uysal']
6791.0,2019-09-06 16:59:18,place order,1.93,1159.99,,['990643'],,['Mohammadreza Fani Sani']
6792.0,2019-09-06 17:19:21,package delivered,4.243,975.95,['660391'],"['990392', '990556', '990623', '990474']",,['Seran Uysal']
6793.0,2019-09-06 17:27:41,reorder item,0.88,89.99,,['990627'],,['Anahita Farhang Ghahfarokhi']
6794.0,2019-09-06 17:59:38,confirm order,3.934,6633.99,,['990635'],,['Mahsa Bafrani']
6795.0,2019-09-06 18:16:11,send package,6.475,6493.95,['660389'],"['990607', '990621', '990617', '990523', '990613']",,['Luis Santos']
6796.0,2019-09-06 18:39:23,pay order,2.5660000000000003,1839.97,,['990604'],,['Claudia Graf']
6797.0,2019-09-06 19:06:04,send package,4.276,2741.97,['660386'],"['990620', '990575', '990618', '990627']",,['Anahita Farhang Ghahfarokhi']
6798.0,2019-09-06 19:18:23,place order,0.6779999999999999,1772.99,,['990644'],,['Mahnaz Qafari']
6799.0,2019-09-06 19:21:16,item out of stock,0.44,476.0,,['990642'],,['Gyunam Park']
6800.0,2019-09-06 22:16:21,place order,1.73,4353.0,,['990645'],,['Mahsa Bafrani']
6801.0,2019-09-07 01:00:00,create package,1.074,2513.99,['660394'],"['990622', '990590', '990581']",,['Majid Rafiei']
6802.0,2019-09-07 16:38:00,place order,0.188,1154.0,,['990646'],,['Anahita Farhang Ghahfarokhi']
6803.0,2019-09-08 17:09:54,place order,4.01,8180.0,,['990647'],,['Luis Santos']
6804.0,2019-09-08 21:31:51,payment reminder,3.115,2132.98,,['990515'],,['Lisa Mannel']
6805.0,2019-09-09 08:16:12,confirm order,2.013,3753.0,,['990641'],,['Gyunam Park']
6806.0,2019-09-09 08:26:16,place order,5.069,5031.98,,['990648'],,['Junxiong Gao']
6807.0,2019-09-09 09:07:41,pay order,0.82,510.99,,['990597'],,['Gyunam Park']
6808.0,2019-09-09 09:08:27,pick item,0.188,1149.0,,['990644'],,['Mahnaz Qafari']
6809.0,2019-09-09 09:10:42,reorder item,0.2,39.99,,['990634'],,['Wil van der Aalst']
6810.0,2019-09-09 09:39:13,pick item,0.188,1149.0,,['990632'],,['Gyunam Park']
6811.0,2019-09-09 09:39:54,pick item,1.48,199.99,,['990630'],,['Mahsa Bafrani']
6812.0,2019-09-09 09:42:20,reorder item,1.48,199.99,,['990633'],,['Mohammadreza Fani Sani']
6813.0,2019-09-09 09:55:42,item out of stock,0.28,89.99,,['990640'],,['Seran Uysal']
6814.0,2019-09-09 09:57:08,pick item,0.166,799.0,,['990621'],,['Luis Santos']
6815.0,2019-09-09 10:01:47,pick item,0.44,476.0,,['990597'],,['Gyunam Park']
6816.0,2019-09-09 10:05:46,confirm order,4.01,8180.0,,['990647'],,['Luis Santos']
6817.0,2019-09-09 10:08:08,pay order,3.777,8031.0,,['990517'],,['Mahsa Bafrani']
6818.0,2019-09-09 10:21:36,pick item,1.25,2200.0,,['990647'],,['Luis Santos']
6819.0,2019-09-09 10:27:07,package delivered,4.276,2741.97,['660386'],"['990620', '990575', '990618', '990627']",,['Anahita Farhang Ghahfarokhi']
6820.0,2019-09-09 10:29:11,place order,4.48,3839.98,,['990649'],,['Christina Rensinghof']
6821.0,2019-09-09 10:30:09,confirm order,1.93,1159.99,,['990643'],,['Mohammadreza Fani Sani']
6822.0,2019-09-09 10:30:54,send package,12.076,14263.94,['660393'],"['990444', '990628', '990630', '990639', '990635', '990605']",,['Mahsa Bafrani']
6823.0,2019-09-09 10:32:45,pick item,1.25,2200.0,,['990641'],,['Gyunam Park']
6824.0,2019-09-09 10:39:32,pick item,0.38,29.99,,['990626'],,['Lisa Mannel']
6825.0,2019-09-09 10:40:39,pick item,1.28,149.99,,['990643'],,['Mohammadreza Fani Sani']
6826.0,2019-09-09 10:41:10,pick item,1.25,2200.0,,['990648'],,['Junxiong Gao']
6827.0,2019-09-09 10:48:45,pick item,0.483,495.0,,['990635'],,['Mahsa Bafrani']
6828.0,2019-09-09 10:51:45,pick item,1.28,149.99,,['990616'],,['Christine Dobbert']
6829.0,2019-09-09 10:54:29,pick item,0.21,529.0,,['990644'],,['Mahnaz Qafari']
6830.0,2019-09-09 11:03:39,item out of stock,0.21,529.0,,['990643'],,['Mohammadreza Fani Sani']
6831.0,2019-09-09 11:14:15,package delivered,1.733,2695.0,['660388'],"['990577', '990589']",,['Kefang Ding']
6832.0,2019-09-09 11:22:16,pick item,0.28,89.99,,['990630'],,['Mahsa Bafrani']
6833.0,2019-09-09 11:27:45,item out of stock,0.188,1149.0,,['990634'],,['Wil van der Aalst']
6834.0,2019-09-09 11:28:48,pick item,0.28,449.0,,['990641'],,['Gyunam Park']
6835.0,2019-09-09 11:34:24,pick item,0.38,29.99,,['990587'],,['Gyunam Park']
6836.0,2019-09-09 11:39:36,confirm order,4.48,3839.98,,['990649'],,['Christina Rensinghof']
6837.0,2019-09-09 11:48:34,reorder item,0.188,1149.0,,['990634'],,['Wil van der Aalst']
6838.0,2019-09-09 11:51:32,item out of stock,0.483,495.0,,['990635'],,['Mahsa Bafrani']
6839.0,2019-09-09 12:03:26,item out of stock,0.483,1099.0,,['990647'],,['Luis Santos']
6840.0,2019-09-09 12:12:21,pay order,0.468,1603.0,,['990553'],,['Junxiong Gao']
6841.0,2019-09-09 12:18:10,place order,3.213,3503.99,,['990650'],,['Christina Rensinghof']
6842.0,2019-09-09 12:20:10,failed delivery,2.2430000000000003,1747.99,['660387'],"['990619', '990578']",,['Junxiong Gao']
6843.0,2019-09-09 12:39:27,confirm order,1.73,4353.0,,['990645'],,['Mahsa Bafrani']
6844.0,2019-09-09 12:58:47,send package,4.382,5435.98,['660392'],"['990300', '990600', '990629', '990631', '990445']",,['Marco Pegoraro']
6845.0,2019-09-09 13:00:13,package delivered,6.475,6493.95,['660389'],"['990607', '990621', '990617', '990523', '990613']",,['Luis Santos']
6846.0,2019-09-09 13:05:42,package delivered,12.076,14263.94,['660393'],"['990444', '990628', '990630', '990639', '990635', '990605']",,['Mahsa Bafrani']
6847.0,2019-09-09 13:08:22,item out of stock,1.48,199.99,,['990648'],,['Junxiong Gao']
6848.0,2019-09-09 13:38:46,pay order,2.305,3732.99,,['990385'],,['Mahnaz Qafari']
6849.0,2019-09-09 13:56:07,place order,1.467,1920.99,,['990651'],,['Gyunam Park']
6850.0,2019-09-09 14:04:05,pick item,0.98,129.99,,['990498'],,['Claudia Graf']
6851.0,2019-09-09 14:04:05,create package,3.23,2719.98,['660395'],"['990604', '990595', '990498']",,['Claudia Graf']
6852.0,2019-09-09 14:17:33,pick item,1.25,2200.0,,['990647'],,['Luis Santos']
6853.0,2019-09-09 14:27:38,reorder item,0.483,1099.0,,['990638'],,['Anahita Farhang Ghahfarokhi']
6854.0,2019-09-09 14:27:52,pick item,0.483,1099.0,,['990497'],,['Marco Pegoraro']
6855.0,2019-09-09 14:42:13,pick item,0.188,1149.0,,['990646'],,['Anahita Farhang Ghahfarokhi']
6856.0,2019-09-09 14:42:13,create package,4.343999999999999,2852.98,['660396'],"['990568', '990579', '990634', '990637', '990601']",,['Wil van der Aalst']
6857.0,2019-09-09 14:48:18,failed delivery,2.2430000000000003,1747.99,['660387'],"['990619', '990578']",,['Junxiong Gao']
6858.0,2019-09-09 15:06:22,reorder item,0.483,1099.0,,['990647'],,['Luis Santos']
6859.0,2019-09-09 15:22:06,pick item,0.28,449.0,,['990617'],,['Luis Santos']
6860.0,2019-09-09 15:28:51,confirm order,1.467,1920.99,,['990651'],,['Gyunam Park']
6861.0,2019-09-09 15:29:13,item out of stock,0.188,1149.0,,['990647'],,['Luis Santos']
6862.0,2019-09-09 15:45:27,pick item,0.172,699.0,,['990645'],,['Mahsa Bafrani']
6863.0,2019-09-09 15:58:51,pick item,0.98,129.99,,['990511'],,['Seran Uysal']
6864.0,2019-09-09 16:12:01,place order,1.24,1942.99,,['990652'],,['Mohammadreza Fani Sani']
6865.0,2019-09-09 16:16:14,pick item,1.48,199.99,,['990650'],,['Christina Rensinghof']
6866.0,2019-09-09 16:29:25,item out of stock,0.38,29.99,,['990651'],,['Gyunam Park']
6867.0,2019-09-09 16:35:43,confirm order,3.945,4978.99,,['990633'],,['Mohammadreza Fani Sani']
6868.0,2019-09-09 16:39:14,pick item,0.88,89.99,,['990598'],,['Gyunam Park']
6869.0,2019-09-09 16:54:21,confirm order,0.188,1154.0,,['990646'],,['Anahita Farhang Ghahfarokhi']
6870.0,2019-09-09 17:00:49,pick item,0.483,1099.0,,['990650'],,['Christina Rensinghof']
6871.0,2019-09-09 17:00:49,create package,1.536,3299.0,['660397'],"['990371', '990546']",,['Tobias Brockhoff']
6872.0,2019-09-09 17:00:58,failed delivery,4.163,965.96,['660373'],"['990405', '990369', '990594', '990599']",,['Mohammadreza Fani Sani']
6873.0,2019-09-09 17:19:33,item out of stock,1.25,2200.0,,['990637'],,['Wil van der Aalst']
6874.0,2019-09-09 17:19:37,pay order,1.567,2379.99,,['990582'],,['Christine Dobbert']
6875.0,2019-09-09 17:25:29,confirm order,0.6779999999999999,1772.99,,['990644'],,['Mahnaz Qafari']
6876.0,2019-09-09 17:43:50,place order,1.921,3849.0,,['990653'],,['Mahsa Bafrani']
6877.0,2019-09-09 17:53:55,pay order,3.115,2132.98,,['990515'],,['Lisa Mannel']
6878.0,2019-09-09 18:00:06,pick item,0.172,699.0,,['990647'],,['Luis Santos']
6879.0,2019-09-09 19:07:54,confirm order,3.213,3503.99,,['990650'],,['Christina Rensinghof']
6880.0,2019-09-09 19:09:07,pick item,0.188,1149.0,,['990634'],,['Wil van der Aalst']
6881.0,2019-09-09 19:09:07,create package,2.906,429.95,['660398'],['990626'],,['Lisa Mannel']
6882.0,2019-09-09 19:51:05,place order,2.838,3803.99,,['990654'],,['Kefang Ding']
6883.0,2019-09-09 21:49:45,reorder item,1.37,2500.0,,['990633'],,['Mohammadreza Fani Sani']
6884.0,2019-09-09 22:06:03,pick item,0.88,89.99,,['990640'],,['Seran Uysal']
6885.0,2019-09-09 23:21:44,place order,4.81,2974.96,,['990655'],,['Luis Santos']
6886.0,2019-09-10 08:32:41,item out of stock,0.28,449.0,,['990625'],,['Mohammadreza Fani Sani']
6887.0,2019-09-10 09:00:07,reorder item,1.48,199.99,,['990648'],,['Junxiong Gao']
6888.0,2019-09-10 09:00:42,pick item,0.28,89.99,,['990583'],,['Kefang Ding']
6889.0,2019-09-10 09:11:30,reorder item,0.483,495.0,,['990635'],,['Mahsa Bafrani']
6890.0,2019-09-10 09:15:06,package delivered,2.2430000000000003,1747.99,['660387'],"['990619', '990578']",,['Junxiong Gao']
6891.0,2019-09-10 09:16:43,pick item,1.37,2500.0,,['990589'],,['Kefang Ding']
6892.0,2019-09-10 09:16:47,pick item,0.98,129.99,,['990655'],,['Luis Santos']
6893.0,2019-09-10 09:17:40,place order,1.514,2132.98,,['990656'],,['Mahsa Bafrani']
6894.0,2019-09-10 09:21:07,pick item,0.172,699.0,,['990568'],,['Wil van der Aalst']
6895.0,2019-09-10 09:21:07,create package,4.453,4314.98,['660399'],"['990625', '990633', '990643', '990550']",,['Mohammadreza Fani Sani']
6896.0,2019-09-10 09:39:47,package delivered,4.163,965.96,['660373'],"['990405', '990369', '990594', '990599']",,['Mohammadreza Fani Sani']
6897.0,2019-09-10 09:49:09,send package,1.074,2513.99,['660394'],"['990622', '990590', '990581']",,['Majid Rafiei']
6898.0,2019-09-10 09:59:42,pay order,2.343,719.98,,['990627'],,['Anahita Farhang Ghahfarokhi']
6899.0,2019-09-10 10:04:03,pick item,1.48,199.99,,['990506'],,['Gyunam Park']
6900.0,2019-09-10 10:04:21,pay order,1.42,610.99,,['990599'],,['Mohammadreza Fani Sani']
6901.0,2019-09-10 10:15:52,pick item,0.98,129.99,,['990649'],,['Christina Rensinghof']
6902.0,2019-09-10 10:18:13,pick item,0.78,99.99,,['990655'],,['Luis Santos']
6903.0,2019-09-10 10:23:19,send package,4.453,4314.98,['660399'],"['990625', '990633', '990643', '990550']",,['Mohammadreza Fani Sani']
6904.0,2019-09-10 10:26:04,send package,4.343999999999999,2852.98,['660396'],"['990568', '990579', '990634', '990637', '990601']",,['Wil van der Aalst']
6905.0,2019-09-10 10:31:00,send package,3.23,2719.98,['660395'],"['990604', '990595', '990498']",,['Claudia Graf']
6906.0,2019-09-10 10:36:18,send package,2.906,429.95,['660398'],['990626'],,['Lisa Mannel']
6907.0,2019-09-10 10:39:18,pick item,0.21,529.0,,['990618'],,['Anahita Farhang Ghahfarokhi']
6908.0,2019-09-10 10:39:23,pick item,0.172,699.0,,['990640'],,['Seran Uysal']
6909.0,2019-09-10 10:39:23,create package,6.24,7515.97,['660400'],"['990597', '990641', '990506', '990587', '990574', '990598', '990632']",,['Gyunam Park']
6910.0,2019-09-10 10:46:02,pay order,1.248,1343.98,,['990622'],,['Majid Rafiei']
6911.0,2019-09-10 10:49:05,reorder item,0.188,1149.0,,['990647'],,['Luis Santos']
6912.0,2019-09-10 10:55:07,place order,0.483,1104.0,,['990657'],,['Junxiong Gao']
6913.0,2019-09-10 10:55:31,pay order,3.945,4978.99,,['990633'],,['Mohammadreza Fani Sani']
6914.0,2019-09-10 10:57:10,package delivered,2.906,429.95,['660398'],['990626'],,['Lisa Mannel']
6915.0,2019-09-10 10:59:49,pick item,0.495,129.0,,['990651'],,['Gyunam Park']
6916.0,2019-09-10 11:00:02,package delivered,4.382,5435.98,['660392'],"['990300', '990600', '990629', '990631', '990445']",,['Marco Pegoraro']
6917.0,2019-09-10 11:00:39,confirm order,5.069,5031.98,,['990648'],,['Junxiong Gao']
6918.0,2019-09-10 11:04:40,pick item,0.28,89.99,,['990450'],,['Anahita Farhang Ghahfarokhi']
6919.0,2019-09-10 11:05:10,pick item,0.172,699.0,,['990647'],,['Luis Santos']
6920.0,2019-09-10 11:12:05,pick item,0.2,39.99,,['990655'],,['Luis Santos']
6921.0,2019-09-10 11:15:05,package delivered,1.074,2513.99,['660394'],"['990622', '990590', '990581']",,['Majid Rafiei']
6922.0,2019-09-10 11:25:15,pick item,1.48,199.99,,['990655'],,['Luis Santos']
6923.0,2019-09-10 11:25:29,pick item,0.166,799.0,,['990656'],,['Mahsa Bafrani']
6924.0,2019-09-10 11:46:57,pick item,1.37,2500.0,,['990655'],,['Luis Santos']
6925.0,2019-09-10 11:48:28,item out of stock,0.166,799.0,,['990636'],,['Mohammadreza Fani Sani']
6926.0,2019-09-10 12:03:02,payment reminder,3.18,900.97,,['990543'],,['Junxiong Gao']
6927.0,2019-09-10 12:11:20,pick item,0.188,1149.0,,['990652'],,['Mohammadreza Fani Sani']
6928.0,2019-09-10 12:17:49,pick item,0.28,89.99,,['990656'],,['Mahsa Bafrani']
6929.0,2019-09-10 12:23:47,pay order,2.596,2809.98,,['990492'],,['Claudia Graf']
6930.0,2019-09-10 12:28:27,item out of stock,0.44,476.0,,['990623'],,['Seran Uysal']
6931.0,2019-09-10 12:43:15,pay order,1.09,623.99,,['990611'],,['Gyunam Park']
6932.0,2019-09-10 12:48:10,pick item,1.25,2200.0,,['990650'],,['Christina Rensinghof']
6933.0,2019-09-10 12:50:31,pick item,1.37,2500.0,,['990649'],,['Christina Rensinghof']
6934.0,2019-09-10 12:50:31,create package,4.341,4570.95,['660401'],"['990575', '990618', '990596', '990638', '990450', '990646', '990627']",,['Anahita Farhang Ghahfarokhi']
6935.0,2019-09-10 12:57:47,pick item,0.28,449.0,,['990615'],,['Lisa Mannel']
6936.0,2019-09-10 13:03:36,pick item,1.28,149.99,,['990537'],,['Tobias Brockhoff']
6937.0,2019-09-10 13:08:06,send package,6.24,7515.97,['660400'],"['990597', '990641', '990506', '990587', '990574', '990598', '990632']",,['Gyunam Park']
6938.0,2019-09-10 13:09:22,package delivered,3.23,2719.98,['660395'],"['990604', '990595', '990498']",,['Claudia Graf']
6939.0,2019-09-10 13:10:02,place order,2.431,2482.98,,['990658'],,['Tobias Brockhoff']
6940.0,2019-09-10 13:12:43,pay order,0.44,481.0,,['990642'],,['Gyunam Park']
6941.0,2019-09-10 13:21:11,pick item,0.483,1099.0,,['990657'],,['Junxiong Gao']
6942.0,2019-09-10 13:32:17,pick item,0.188,1149.0,,['990658'],,['Tobias Brockhoff']
6943.0,2019-09-10 13:45:45,pick item,0.28,89.99,,['990556'],,['Seran Uysal']
6944.0,2019-09-10 14:02:45,confirm order,1.24,1942.99,,['990652'],,['Mohammadreza Fani Sani']
6945.0,2019-09-10 14:05:36,pick item,1.37,2500.0,,['990645'],,['Mahsa Bafrani']
6946.0,2019-09-10 14:11:09,pick item,0.483,1099.0,,['990648'],,['Junxiong Gao']
6947.0,2019-09-10 14:16:51,item out of stock,0.44,476.0,,['990649'],,['Christina Rensinghof']
6948.0,2019-09-10 14:29:14,pick item,0.21,529.0,,['990651'],,['Gyunam Park']
6949.0,2019-09-10 14:37:13,pick item,0.44,476.0,,['990554'],,['Junxiong Gao']
6950.0,2019-09-10 14:39:51,place order,2.8680000000000003,2511.98,,['990659'],,['Mahnaz Qafari']
6951.0,2019-09-10 14:44:48,send package,1.536,3299.0,['660397'],"['990371', '990546']",,['Tobias Brockhoff']
6952.0,2019-09-10 14:46:57,pick item,0.98,129.99,,['990658'],,['Tobias Brockhoff']
6953.0,2019-09-10 14:46:57,create package,4.306,7823.0,['660402'],"['990554', '990619', '990569', '990657', '990648']",,['Junxiong Gao']
6954.0,2019-09-10 14:48:46,pick item,0.188,1149.0,,['990659'],,['Mahnaz Qafari']
6955.0,2019-09-10 14:55:33,pick item,1.25,2200.0,,['990653'],,['Mahsa Bafrani']
6956.0,2019-09-10 14:56:54,pay order,0.446,1253.0,,['990570'],,['Christine Dobbert']
6957.0,2019-09-10 15:00:45,pick item,0.2,39.99,,['990634'],,['Wil van der Aalst']
6958.0,2019-09-10 15:05:48,confirm order,1.921,3849.0,,['990653'],,['Mahsa Bafrani']
6959.0,2019-09-10 15:06:44,pick item,0.483,495.0,,['990635'],,['Mahsa Bafrani']
6960.0,2019-09-10 15:22:29,reorder item,0.38,29.99,,['990651'],,['Gyunam Park']
6961.0,2019-09-10 15:24:25,reorder item,0.88,89.99,,['990615'],,['Lisa Mannel']
6962.0,2019-09-10 15:24:50,pick item,0.166,799.0,,['990648'],,['Junxiong Gao']
6963.0,2019-09-10 15:32:44,pay order,0.483,500.0,,['990562'],,['Luis Santos']
6964.0,2019-09-10 15:38:29,pick item,0.88,89.99,,['990656'],,['Mahsa Bafrani']
6965.0,2019-09-10 15:38:29,create package,7.526,6408.96,['660403'],"['990649', '990650', '990510']",,['Christina Rensinghof']
6966.0,2019-09-10 15:51:09,payment reminder,1.758,3693.99,,['990514'],,['Lisa Mannel']
6967.0,2019-09-10 15:54:10,confirm order,4.81,2974.96,,['990655'],,['Luis Santos']
6968.0,2019-09-10 15:54:33,package delivered,4.343999999999999,2852.98,['660396'],"['990568', '990579', '990634', '990637', '990601']",,['Wil van der Aalst']
6969.0,2019-09-10 16:12:30,confirm order,2.431,2482.98,,['990658'],,['Tobias Brockhoff']
6970.0,2019-09-10 16:24:41,pick item,1.28,149.99,,['990616'],,['Christine Dobbert']
6971.0,2019-09-10 16:39:30,place order,3.823,919.97,,['990660'],,['Majid Rafiei']
6972.0,2019-09-10 16:39:43,pick item,0.188,1149.0,,['990654'],,['Kefang Ding']
6973.0,2019-09-10 16:54:16,payment reminder,4.673,4343.97,,['990426'],,['Kefang Ding']
6974.0,2019-09-10 17:00:52,pick item,0.172,699.0,,['990651'],,['Gyunam Park']
6975.0,2019-09-10 17:14:26,package delivered,1.536,3299.0,['660397'],"['990371', '990546']",,['Tobias Brockhoff']
6976.0,2019-09-10 17:15:22,pick item,1.48,199.99,,['990659'],,['Mahnaz Qafari']
6977.0,2019-09-10 17:15:27,pick item,0.21,529.0,,['990659'],,['Mahnaz Qafari']
6978.0,2019-09-10 17:19:40,pick item,0.44,476.0,,['990643'],,['Mohammadreza Fani Sani']
6979.0,2019-09-10 17:29:04,reorder item,1.25,2200.0,,['990640'],,['Seran Uysal']
6980.0,2019-09-10 17:33:33,pick item,1.37,2500.0,,['990654'],,['Kefang Ding']
6981.0,2019-09-10 17:33:33,create package,2.795,2107.97,['660404'],"['990640', '990556', '990511']",,['Seran Uysal']
6982.0,2019-09-10 17:34:24,payment reminder,2.756,2198.95,,['990521'],,['Tobias Brockhoff']
6983.0,2019-09-10 17:45:27,package delivered,4.453,4314.98,['660399'],"['990625', '990633', '990643', '990550']",,['Mohammadreza Fani Sani']
6984.0,2019-09-10 18:09:45,confirm order,2.838,3803.99,,['990654'],,['Kefang Ding']
6985.0,2019-09-10 18:12:43,reorder item,0.2,39.99,,['990638'],,['Anahita Farhang Ghahfarokhi']
6986.0,2019-09-10 18:13:28,pay order,2.822,4096.99,,['990610'],,['Claudia Graf']
6987.0,2019-09-10 18:14:02,send package,7.526,6408.96,['660403'],"['990649', '990650', '990510']",,['Christina Rensinghof']
6988.0,2019-09-10 18:35:25,pick item,0.483,495.0,,['990610'],,['Claudia Graf']
6989.0,2019-09-10 18:38:47,place order,0.98,134.99,,['990661'],,['Christina Rensinghof']
6990.0,2019-09-10 18:42:40,send package,4.306,7823.0,['660402'],"['990554', '990619', '990569', '990657', '990648']",,['Junxiong Gao']
6991.0,2019-09-10 19:09:54,send package,4.341,4570.95,['660401'],"['990575', '990618', '990596', '990638', '990450', '990646', '990627']",,['Anahita Farhang Ghahfarokhi']
6992.0,2019-09-10 19:38:14,pick item,1.28,149.99,,['990654'],,['Kefang Ding']
6993.0,2019-09-10 20:09:54,pick item,0.172,699.0,,['990633'],,['Mohammadreza Fani Sani']
6994.0,2019-09-10 20:35:25,confirm order,0.98,134.99,,['990661'],,['Christina Rensinghof']
6995.0,2019-09-10 21:35:56,place order,5.837999999999999,5764.97,,['990662'],,['Christina Rensinghof']
6996.0,2019-09-11 05:53:30,place order,1.346,1213.98,,['990663'],,['Mahnaz Qafari']
6997.0,2019-09-11 08:14:04,pick item,0.188,1149.0,,['990362'],,['Christina Rensinghof']
6998.0,2019-09-11 08:49:18,pick item,0.88,89.99,,['990660'],,['Majid Rafiei']
6999.0,2019-09-11 08:49:18,create package,3.756,3755.98,['660405'],"['990659', '990644', '990609']",,['Mahnaz Qafari']
7000.0,2019-09-11 08:50:50,pay order,0.655,1803.0,,['990576'],,['Mahnaz Qafari']
7001.0,2019-09-11 08:52:50,payment reminder,1.865,2634.0,,['990549'],,['Kefang Ding']
7002.0,2019-09-11 08:52:54,reorder item,0.21,529.0,,['990643'],,['Mohammadreza Fani Sani']
7003.0,2019-09-11 09:02:45,reorder item,0.44,476.0,,['990623'],,['Seran Uysal']
7004.0,2019-09-11 09:09:01,payment reminder,2.2030000000000003,710.98,,['990547'],,['Mohammadreza Fani Sani']
